i,r,reg_cap_cost_mult
evmc_storage_2,p55029,1
evmc_storage_3,p55029,1
evmc_storage_4,p55029,1
evmc_storage_5,p55029,1
evmc_storage_6,p55029,1
evmc_storage_7,p55029,1
evmc_storage_8,p55029,1
evmc_storage_9,p55029,1
evmc_storage_10,p55029,1
evmc_shape_1,p55029,1
evmc_shape_2,p55029,1
evmc_shape_3,p55029,1
evmc_shape_4,p55029,1
evmc_shape_5,p55029,1
evmc_shape_6,p55029,1
evmc_shape_7,p55029,1
evmc_shape_8,p55029,1
evmc_shape_9,p55029,1
evmc_shape_10,p55029,1
egs_allkm_1,p19079,1
egs_allkm_2,p19079,1
egs_allkm_3,p19079,1
egs_allkm_4,p19079,1
egs_allkm_5,p19079,1
egs_allkm_6,p19079,1
egs_allkm_7,p19079,1
egs_allkm_8,p19079,1
egs_allkm_9,p19079,1
egs_allkm_10,p19079,1
egs_nearfield_1,p19079,1
egs_nearfield_2,p19079,1
egs_nearfield_3,p19079,1
egs_nearfield_4,p19079,1
egs_nearfield_5,p19079,1
egs_nearfield_6,p19079,1
egs_nearfield_7,p19079,1
egs_nearfield_8,p19079,1
egs_nearfield_9,p19079,1
egs_nearfield_10,p19079,1
geohydro_allkm_1,p19079,1
geohydro_allkm_2,p19079,1
geohydro_allkm_3,p19079,1
geohydro_allkm_4,p19079,1
geohydro_allkm_5,p19079,1
geohydro_allkm_6,p19079,1
geohydro_allkm_7,p19079,1
geohydro_allkm_8,p19079,1
geohydro_allkm_9,p19079,1
geohydro_allkm_10,p19079,1
evmc_storage_1,p19079,1
evmc_storage_2,p19079,1
evmc_storage_3,p19079,1
evmc_storage_4,p19079,1
evmc_storage_5,p19079,1
evmc_storage_6,p19079,1
evmc_storage_7,p19079,1
evmc_storage_8,p19079,1
evmc_storage_9,p19079,1
evmc_storage_10,p19079,1
evmc_shape_1,p19079,1
evmc_shape_2,p19079,1
evmc_shape_3,p19079,1
evmc_shape_4,p19079,1
evmc_shape_5,p19079,1
evmc_shape_6,p19079,1
evmc_shape_7,p19079,1
evmc_shape_8,p19079,1
evmc_shape_9,p19079,1
evmc_shape_10,p19079,1
egs_allkm_1,p31183,1
egs_allkm_2,p31183,1
egs_allkm_3,p31183,1
egs_allkm_4,p31183,1
egs_allkm_5,p31183,1
egs_allkm_6,p31183,1
egs_allkm_7,p31183,1
egs_allkm_8,p31183,1
egs_allkm_9,p31183,1
egs_allkm_10,p31183,1
egs_nearfield_1,p31183,1
egs_nearfield_2,p31183,1
egs_nearfield_3,p31183,1
egs_nearfield_4,p31183,1
egs_nearfield_5,p31183,1
egs_nearfield_6,p31183,1
egs_nearfield_7,p31183,1
egs_nearfield_8,p31183,1
egs_nearfield_9,p31183,1
egs_nearfield_10,p31183,1
geohydro_allkm_1,p31183,1
geohydro_allkm_2,p31183,1
geohydro_allkm_3,p31183,1
geohydro_allkm_4,p31183,1
geohydro_allkm_5,p31183,1
geohydro_allkm_6,p31183,1
geohydro_allkm_7,p31183,1
geohydro_allkm_8,p31183,1
geohydro_allkm_9,p31183,1
geohydro_allkm_10,p31183,1
evmc_storage_1,p31183,1
evmc_storage_2,p31183,1
evmc_storage_3,p31183,1
evmc_storage_4,p31183,1
evmc_storage_5,p31183,1
evmc_storage_6,p31183,1
evmc_storage_7,p31183,1
evmc_storage_8,p31183,1
evmc_storage_9,p31183,1
evmc_storage_10,p31183,1
evmc_shape_1,p31183,1
evmc_shape_2,p31183,1
evmc_shape_3,p31183,1
evmc_shape_4,p31183,1
evmc_shape_5,p31183,1
evmc_shape_6,p31183,1
evmc_shape_7,p31183,1
evmc_shape_8,p31183,1
evmc_shape_9,p31183,1
evmc_shape_10,p31183,1
egs_allkm_1,p25021,1
egs_allkm_2,p25021,1
egs_allkm_3,p25021,1
egs_allkm_4,p25021,1
egs_allkm_5,p25021,1
egs_allkm_6,p25021,1
egs_allkm_7,p25021,1
egs_allkm_8,p25021,1
egs_allkm_9,p25021,1
egs_allkm_10,p25021,1
egs_nearfield_1,p25021,1
egs_nearfield_2,p25021,1
egs_nearfield_3,p25021,1
egs_nearfield_4,p25021,1
egs_nearfield_5,p25021,1
egs_nearfield_6,p25021,1
egs_nearfield_7,p25021,1
egs_nearfield_8,p25021,1
egs_nearfield_9,p25021,1
egs_nearfield_10,p25021,1
geohydro_allkm_1,p25021,1
geohydro_allkm_2,p25021,1
geohydro_allkm_3,p25021,1
geohydro_allkm_4,p25021,1
geohydro_allkm_5,p25021,1
geohydro_allkm_6,p25021,1
geohydro_allkm_7,p25021,1
geohydro_allkm_8,p25021,1
geohydro_allkm_9,p25021,1
geohydro_allkm_10,p25021,1
evmc_storage_1,p25021,1
evmc_storage_2,p25021,1
evmc_storage_3,p25021,1
evmc_storage_4,p25021,1
evmc_storage_5,p25021,1
evmc_storage_6,p25021,1
evmc_storage_7,p25021,1
evmc_storage_8,p25021,1
evmc_storage_9,p25021,1
evmc_storage_10,p25021,1
evmc_shape_1,p25021,1
evmc_shape_2,p25021,1
evmc_shape_3,p25021,1
evmc_shape_4,p25021,1
evmc_shape_5,p25021,1
evmc_shape_6,p25021,1
evmc_shape_7,p25021,1
evmc_shape_8,p25021,1
evmc_shape_9,p25021,1
evmc_shape_10,p25021,1
egs_allkm_1,p40149,1
egs_allkm_2,p40149,1
egs_allkm_3,p40149,1
egs_allkm_4,p40149,1
egs_allkm_5,p40149,1
egs_allkm_6,p40149,1
egs_allkm_7,p40149,1
egs_allkm_8,p40149,1
egs_allkm_9,p40149,1
egs_allkm_10,p40149,1
egs_nearfield_1,p40149,1
egs_nearfield_2,p40149,1
egs_nearfield_3,p40149,1
egs_nearfield_4,p40149,1
egs_nearfield_5,p40149,1
egs_nearfield_6,p40149,1
egs_nearfield_7,p40149,1
egs_nearfield_8,p40149,1
egs_nearfield_9,p40149,1
egs_nearfield_10,p40149,1
geohydro_allkm_1,p40149,1
geohydro_allkm_2,p40149,1
geohydro_allkm_3,p40149,1
geohydro_allkm_4,p40149,1
geohydro_allkm_5,p40149,1
geohydro_allkm_6,p40149,1
geohydro_allkm_7,p40149,1
geohydro_allkm_8,p40149,1
geohydro_allkm_9,p40149,1
geohydro_allkm_10,p40149,1
evmc_storage_1,p40149,1
evmc_storage_2,p40149,1
evmc_storage_3,p40149,1
evmc_storage_4,p40149,1
evmc_storage_5,p40149,1
evmc_storage_6,p40149,1
evmc_storage_7,p40149,1
evmc_storage_8,p40149,1
evmc_storage_9,p40149,1
evmc_storage_10,p40149,1
evmc_shape_1,p40149,1
evmc_shape_2,p40149,1
evmc_shape_3,p40149,1
evmc_shape_4,p40149,1
evmc_shape_5,p40149,1
evmc_shape_6,p40149,1
evmc_shape_7,p40149,1
evmc_shape_8,p40149,1
evmc_shape_9,p40149,1
evmc_shape_10,p40149,1
egs_allkm_1,p19077,1
egs_allkm_2,p19077,1
egs_allkm_3,p19077,1
egs_allkm_4,p19077,1
egs_allkm_5,p19077,1
egs_allkm_6,p19077,1
egs_allkm_7,p19077,1
egs_allkm_8,p19077,1
egs_allkm_9,p19077,1
egs_allkm_10,p19077,1
egs_nearfield_1,p19077,1
egs_nearfield_2,p19077,1
egs_nearfield_3,p19077,1
egs_nearfield_4,p19077,1
egs_nearfield_5,p19077,1
egs_nearfield_6,p19077,1
egs_nearfield_7,p19077,1
egs_nearfield_8,p19077,1
egs_nearfield_9,p19077,1
egs_nearfield_10,p19077,1
geohydro_allkm_1,p19077,1
geohydro_allkm_2,p19077,1
geohydro_allkm_3,p19077,1
geohydro_allkm_4,p19077,1
geohydro_allkm_5,p19077,1
geohydro_allkm_6,p19077,1
geohydro_allkm_7,p19077,1
geohydro_allkm_8,p19077,1
geohydro_allkm_9,p19077,1
geohydro_allkm_10,p19077,1
evmc_storage_1,p19077,1
evmc_storage_2,p19077,1
evmc_storage_3,p19077,1
evmc_storage_4,p19077,1
evmc_storage_5,p19077,1
evmc_storage_6,p19077,1
evmc_storage_7,p19077,1
evmc_storage_8,p19077,1
evmc_storage_9,p19077,1
evmc_storage_10,p19077,1
evmc_shape_1,p19077,1
evmc_shape_2,p19077,1
evmc_shape_3,p19077,1
evmc_shape_4,p19077,1
evmc_shape_5,p19077,1
evmc_shape_6,p19077,1
evmc_shape_7,p19077,1
evmc_shape_8,p19077,1
evmc_shape_9,p19077,1
evmc_shape_10,p19077,1
egs_allkm_1,p19175,1
egs_allkm_2,p19175,1
egs_allkm_3,p19175,1
egs_allkm_4,p19175,1
egs_allkm_5,p19175,1
egs_allkm_6,p19175,1
egs_allkm_7,p19175,1
egs_allkm_8,p19175,1
egs_allkm_9,p19175,1
egs_allkm_10,p19175,1
egs_nearfield_1,p19175,1
egs_nearfield_2,p19175,1
egs_nearfield_3,p19175,1
egs_nearfield_4,p19175,1
egs_nearfield_5,p19175,1
egs_nearfield_6,p19175,1
egs_nearfield_7,p19175,1
egs_nearfield_8,p19175,1
egs_nearfield_9,p19175,1
egs_nearfield_10,p19175,1
geohydro_allkm_1,p19175,1
geohydro_allkm_2,p19175,1
geohydro_allkm_3,p19175,1
geohydro_allkm_4,p19175,1
geohydro_allkm_5,p19175,1
geohydro_allkm_6,p19175,1
geohydro_allkm_7,p19175,1
geohydro_allkm_8,p19175,1
geohydro_allkm_9,p19175,1
geohydro_allkm_10,p19175,1
evmc_storage_1,p19175,1
evmc_storage_2,p19175,1
evmc_storage_3,p19175,1
evmc_storage_4,p19175,1
evmc_storage_5,p19175,1
evmc_storage_6,p19175,1
evmc_storage_7,p19175,1
evmc_storage_8,p19175,1
evmc_storage_9,p19175,1
evmc_storage_10,p19175,1
evmc_shape_1,p19175,1
evmc_shape_2,p19175,1
evmc_shape_3,p19175,1
evmc_shape_4,p19175,1
evmc_shape_5,p19175,1
evmc_shape_6,p19175,1
evmc_shape_7,p19175,1
evmc_shape_8,p19175,1
evmc_shape_9,p19175,1
evmc_shape_10,p19175,1
egs_allkm_1,p34001,1
egs_allkm_2,p34001,1
egs_allkm_3,p34001,1
egs_allkm_4,p34001,1
egs_allkm_5,p34001,1
egs_allkm_6,p34001,1
egs_allkm_7,p34001,1
egs_allkm_8,p34001,1
egs_allkm_9,p34001,1
egs_allkm_10,p34001,1
egs_nearfield_1,p34001,1
egs_nearfield_2,p34001,1
egs_nearfield_3,p34001,1
egs_nearfield_4,p34001,1
egs_nearfield_5,p34001,1
egs_nearfield_6,p34001,1
egs_nearfield_7,p34001,1
egs_nearfield_8,p34001,1
egs_nearfield_9,p34001,1
egs_nearfield_10,p34001,1
geohydro_allkm_1,p34001,1
geohydro_allkm_2,p34001,1
geohydro_allkm_3,p34001,1
geohydro_allkm_4,p34001,1
geohydro_allkm_5,p34001,1
geohydro_allkm_6,p34001,1
geohydro_allkm_7,p34001,1
geohydro_allkm_8,p34001,1
geohydro_allkm_9,p34001,1
geohydro_allkm_10,p34001,1
evmc_storage_1,p34001,1
evmc_storage_2,p34001,1
evmc_storage_3,p34001,1
evmc_storage_4,p34001,1
evmc_storage_5,p34001,1
evmc_storage_6,p34001,1
evmc_storage_7,p34001,1
evmc_storage_8,p34001,1
evmc_storage_9,p34001,1
evmc_storage_10,p34001,1
evmc_shape_1,p34001,1
evmc_shape_2,p34001,1
evmc_shape_3,p34001,1
evmc_shape_4,p34001,1
evmc_shape_5,p34001,1
evmc_shape_6,p34001,1
evmc_shape_7,p34001,1
evmc_shape_8,p34001,1
evmc_shape_9,p34001,1
evmc_shape_10,p34001,1
egs_allkm_1,p04021,1
egs_allkm_2,p04021,1
egs_allkm_3,p04021,1
egs_allkm_4,p04021,1
egs_allkm_5,p04021,1
egs_allkm_6,p04021,1
egs_allkm_7,p04021,1
egs_allkm_8,p04021,1
egs_allkm_9,p04021,1
egs_allkm_10,p04021,1
egs_nearfield_1,p04021,1
egs_nearfield_2,p04021,1
egs_nearfield_3,p04021,1
egs_nearfield_4,p04021,1
egs_nearfield_5,p04021,1
egs_nearfield_6,p04021,1
egs_nearfield_7,p04021,1
egs_nearfield_8,p04021,1
egs_nearfield_9,p04021,1
egs_nearfield_10,p04021,1
geohydro_allkm_1,p04021,1
geohydro_allkm_2,p04021,1
geohydro_allkm_3,p04021,1
geohydro_allkm_4,p04021,1
geohydro_allkm_5,p04021,1
geohydro_allkm_6,p04021,1
geohydro_allkm_7,p04021,1
geohydro_allkm_8,p04021,1
geohydro_allkm_9,p04021,1
geohydro_allkm_10,p04021,1
evmc_storage_1,p04021,1
evmc_storage_2,p04021,1
evmc_storage_3,p04021,1
evmc_storage_4,p04021,1
evmc_storage_5,p04021,1
evmc_storage_6,p04021,1
evmc_storage_7,p04021,1
evmc_storage_8,p04021,1
evmc_storage_9,p04021,1
evmc_storage_10,p04021,1
evmc_shape_1,p04021,1
evmc_shape_2,p04021,1
evmc_shape_3,p04021,1
evmc_shape_4,p04021,1
evmc_shape_5,p04021,1
evmc_shape_6,p04021,1
evmc_shape_7,p04021,1
evmc_shape_8,p04021,1
evmc_shape_9,p04021,1
evmc_shape_10,p04021,1
egs_allkm_1,p20075,1
egs_allkm_2,p20075,1
egs_allkm_3,p20075,1
egs_allkm_4,p20075,1
egs_allkm_5,p20075,1
egs_allkm_6,p20075,1
egs_allkm_7,p20075,1
egs_allkm_8,p20075,1
egs_allkm_9,p20075,1
egs_allkm_10,p20075,1
egs_nearfield_1,p20075,1
egs_nearfield_2,p20075,1
egs_nearfield_3,p20075,1
egs_nearfield_4,p20075,1
egs_nearfield_5,p20075,1
egs_nearfield_6,p20075,1
egs_nearfield_7,p20075,1
egs_nearfield_8,p20075,1
egs_nearfield_9,p20075,1
egs_nearfield_10,p20075,1
geohydro_allkm_1,p20075,1
geohydro_allkm_2,p20075,1
geohydro_allkm_3,p20075,1
geohydro_allkm_4,p20075,1
geohydro_allkm_5,p20075,1
geohydro_allkm_6,p20075,1
geohydro_allkm_7,p20075,1
geohydro_allkm_8,p20075,1
geohydro_allkm_9,p20075,1
geohydro_allkm_10,p20075,1
evmc_storage_1,p20075,1
evmc_storage_2,p20075,1
evmc_storage_3,p20075,1
evmc_storage_4,p20075,1
evmc_storage_5,p20075,1
evmc_storage_6,p20075,1
evmc_storage_7,p20075,1
evmc_storage_8,p20075,1
evmc_storage_9,p20075,1
evmc_storage_10,p20075,1
evmc_shape_1,p20075,1
evmc_shape_2,p20075,1
evmc_shape_3,p20075,1
evmc_shape_4,p20075,1
evmc_shape_5,p20075,1
evmc_shape_6,p20075,1
evmc_shape_7,p20075,1
evmc_shape_8,p20075,1
evmc_shape_9,p20075,1
evmc_shape_10,p20075,1
egs_allkm_1,p23001,1
egs_allkm_2,p23001,1
egs_allkm_3,p23001,1
egs_allkm_4,p23001,1
egs_allkm_5,p23001,1
egs_allkm_6,p23001,1
egs_allkm_7,p23001,1
egs_allkm_8,p23001,1
egs_allkm_9,p23001,1
egs_allkm_10,p23001,1
egs_nearfield_1,p23001,1
egs_nearfield_2,p23001,1
egs_nearfield_3,p23001,1
egs_nearfield_4,p23001,1
egs_nearfield_5,p23001,1
egs_nearfield_6,p23001,1
egs_nearfield_7,p23001,1
egs_nearfield_8,p23001,1
egs_nearfield_9,p23001,1
egs_nearfield_10,p23001,1
geohydro_allkm_1,p23001,1
geohydro_allkm_2,p23001,1
geohydro_allkm_3,p23001,1
geohydro_allkm_4,p23001,1
geohydro_allkm_5,p23001,1
geohydro_allkm_6,p23001,1
geohydro_allkm_7,p23001,1
geohydro_allkm_8,p23001,1
geohydro_allkm_9,p23001,1
geohydro_allkm_10,p23001,1
evmc_storage_1,p23001,1
evmc_storage_2,p23001,1
evmc_storage_3,p23001,1
evmc_storage_4,p23001,1
evmc_storage_5,p23001,1
evmc_storage_6,p23001,1
evmc_storage_7,p23001,1
evmc_storage_8,p23001,1
evmc_storage_9,p23001,1
evmc_storage_10,p23001,1
evmc_shape_1,p23001,1
evmc_shape_2,p23001,1
evmc_shape_3,p23001,1
evmc_shape_4,p23001,1
evmc_shape_5,p23001,1
evmc_shape_6,p23001,1
evmc_shape_7,p23001,1
evmc_shape_8,p23001,1
evmc_shape_9,p23001,1
evmc_shape_10,p23001,1
egs_allkm_1,p39103,1
egs_allkm_2,p39103,1
egs_allkm_3,p39103,1
egs_allkm_4,p39103,1
egs_allkm_5,p39103,1
egs_allkm_6,p39103,1
egs_allkm_7,p39103,1
egs_allkm_8,p39103,1
egs_allkm_9,p39103,1
egs_allkm_10,p39103,1
egs_nearfield_1,p39103,1
egs_nearfield_2,p39103,1
egs_nearfield_3,p39103,1
egs_nearfield_4,p39103,1
egs_nearfield_5,p39103,1
egs_nearfield_6,p39103,1
egs_nearfield_7,p39103,1
egs_nearfield_8,p39103,1
egs_nearfield_9,p39103,1
egs_nearfield_10,p39103,1
geohydro_allkm_1,p39103,1
geohydro_allkm_2,p39103,1
geohydro_allkm_3,p39103,1
geohydro_allkm_4,p39103,1
geohydro_allkm_5,p39103,1
geohydro_allkm_6,p39103,1
geohydro_allkm_7,p39103,1
geohydro_allkm_8,p39103,1
geohydro_allkm_9,p39103,1
geohydro_allkm_10,p39103,1
evmc_storage_1,p39103,1
evmc_storage_2,p39103,1
evmc_storage_3,p39103,1
evmc_storage_4,p39103,1
evmc_storage_5,p39103,1
evmc_storage_6,p39103,1
evmc_storage_7,p39103,1
evmc_storage_8,p39103,1
evmc_storage_9,p39103,1
evmc_storage_10,p39103,1
evmc_shape_1,p39103,1
evmc_shape_2,p39103,1
evmc_shape_3,p39103,1
evmc_shape_4,p39103,1
evmc_shape_5,p39103,1
evmc_shape_6,p39103,1
evmc_shape_7,p39103,1
evmc_shape_8,p39103,1
evmc_shape_9,p39103,1
evmc_shape_10,p39103,1
egs_allkm_1,p20073,1
egs_allkm_2,p20073,1
egs_allkm_3,p20073,1
egs_allkm_4,p20073,1
egs_allkm_5,p20073,1
egs_allkm_6,p20073,1
egs_allkm_7,p20073,1
egs_allkm_8,p20073,1
egs_allkm_9,p20073,1
egs_allkm_10,p20073,1
egs_nearfield_1,p20073,1
egs_nearfield_2,p20073,1
egs_nearfield_3,p20073,1
egs_nearfield_4,p20073,1
egs_nearfield_5,p20073,1
egs_nearfield_6,p20073,1
egs_nearfield_7,p20073,1
egs_nearfield_8,p20073,1
egs_nearfield_9,p20073,1
egs_nearfield_10,p20073,1
geohydro_allkm_1,p20073,1
geohydro_allkm_2,p20073,1
geohydro_allkm_3,p20073,1
geohydro_allkm_4,p20073,1
geohydro_allkm_5,p20073,1
geohydro_allkm_6,p20073,1
geohydro_allkm_7,p20073,1
geohydro_allkm_8,p20073,1
geohydro_allkm_9,p20073,1
geohydro_allkm_10,p20073,1
evmc_storage_1,p20073,1
evmc_storage_2,p20073,1
evmc_storage_3,p20073,1
evmc_storage_4,p20073,1
evmc_storage_5,p20073,1
evmc_storage_6,p20073,1
evmc_storage_7,p20073,1
evmc_storage_8,p20073,1
evmc_storage_9,p20073,1
evmc_storage_10,p20073,1
evmc_shape_1,p20073,1
evmc_shape_2,p20073,1
evmc_shape_3,p20073,1
evmc_shape_4,p20073,1
evmc_shape_5,p20073,1
evmc_shape_6,p20073,1
evmc_shape_7,p20073,1
evmc_shape_8,p20073,1
evmc_shape_9,p20073,1
evmc_shape_10,p20073,1
egs_allkm_1,p39105,1
egs_allkm_2,p39105,1
egs_allkm_3,p39105,1
egs_allkm_4,p39105,1
egs_allkm_5,p39105,1
egs_allkm_6,p39105,1
egs_allkm_7,p39105,1
egs_allkm_8,p39105,1
egs_allkm_9,p39105,1
egs_allkm_10,p39105,1
egs_nearfield_1,p39105,1
egs_nearfield_2,p39105,1
egs_nearfield_3,p39105,1
egs_nearfield_4,p39105,1
egs_nearfield_5,p39105,1
egs_nearfield_6,p39105,1
egs_nearfield_7,p39105,1
egs_nearfield_8,p39105,1
egs_nearfield_9,p39105,1
egs_nearfield_10,p39105,1
geohydro_allkm_1,p39105,1
geohydro_allkm_2,p39105,1
geohydro_allkm_3,p39105,1
geohydro_allkm_4,p39105,1
geohydro_allkm_5,p39105,1
geohydro_allkm_6,p39105,1
geohydro_allkm_7,p39105,1
geohydro_allkm_8,p39105,1
geohydro_allkm_9,p39105,1
geohydro_allkm_10,p39105,1
evmc_storage_1,p39105,1
evmc_storage_2,p39105,1
evmc_storage_3,p39105,1
evmc_storage_4,p39105,1
evmc_storage_5,p39105,1
evmc_storage_6,p39105,1
evmc_storage_7,p39105,1
evmc_storage_8,p39105,1
evmc_storage_9,p39105,1
evmc_storage_10,p39105,1
evmc_shape_1,p39105,1
evmc_shape_2,p39105,1
evmc_shape_3,p39105,1
evmc_shape_4,p39105,1
evmc_shape_5,p39105,1
evmc_shape_6,p39105,1
evmc_shape_7,p39105,1
evmc_shape_8,p39105,1
evmc_shape_9,p39105,1
evmc_shape_10,p39105,1
egs_allkm_1,p35013,1
egs_allkm_2,p35013,1
egs_allkm_3,p35013,1
egs_allkm_4,p35013,1
egs_allkm_5,p35013,1
egs_allkm_6,p35013,1
egs_allkm_7,p35013,1
egs_allkm_8,p35013,1
egs_allkm_9,p35013,1
egs_allkm_10,p35013,1
egs_nearfield_1,p35013,1
egs_nearfield_2,p35013,1
egs_nearfield_3,p35013,1
egs_nearfield_4,p35013,1
egs_nearfield_5,p35013,1
egs_nearfield_6,p35013,1
egs_nearfield_7,p35013,1
egs_nearfield_8,p35013,1
egs_nearfield_9,p35013,1
egs_nearfield_10,p35013,1
geohydro_allkm_1,p35013,1
geohydro_allkm_2,p35013,1
geohydro_allkm_3,p35013,1
geohydro_allkm_4,p35013,1
geohydro_allkm_5,p35013,1
geohydro_allkm_6,p35013,1
geohydro_allkm_7,p35013,1
geohydro_allkm_8,p35013,1
geohydro_allkm_9,p35013,1
geohydro_allkm_10,p35013,1
evmc_storage_1,p35013,1
evmc_storage_2,p35013,1
evmc_storage_3,p35013,1
evmc_storage_4,p35013,1
evmc_storage_5,p35013,1
evmc_storage_6,p35013,1
evmc_storage_7,p35013,1
evmc_storage_8,p35013,1
evmc_storage_9,p35013,1
evmc_storage_10,p35013,1
evmc_shape_1,p35013,1
evmc_shape_2,p35013,1
evmc_shape_3,p35013,1
evmc_shape_4,p35013,1
evmc_shape_5,p35013,1
evmc_shape_6,p35013,1
evmc_shape_7,p35013,1
evmc_shape_8,p35013,1
evmc_shape_9,p35013,1
evmc_shape_10,p35013,1
egs_allkm_1,p35015,1
egs_allkm_2,p35015,1
egs_allkm_3,p35015,1
egs_allkm_4,p35015,1
egs_allkm_5,p35015,1
egs_allkm_6,p35015,1
egs_allkm_7,p35015,1
egs_allkm_8,p35015,1
egs_allkm_9,p35015,1
egs_allkm_10,p35015,1
egs_nearfield_1,p35015,1
egs_nearfield_2,p35015,1
egs_nearfield_3,p35015,1
egs_nearfield_4,p35015,1
egs_nearfield_5,p35015,1
egs_nearfield_6,p35015,1
egs_nearfield_7,p35015,1
egs_nearfield_8,p35015,1
egs_nearfield_9,p35015,1
egs_nearfield_10,p35015,1
geohydro_allkm_1,p35015,1
geohydro_allkm_2,p35015,1
geohydro_allkm_3,p35015,1
geohydro_allkm_4,p35015,1
geohydro_allkm_5,p35015,1
geohydro_allkm_6,p35015,1
geohydro_allkm_7,p35015,1
geohydro_allkm_8,p35015,1
geohydro_allkm_9,p35015,1
geohydro_allkm_10,p35015,1
evmc_storage_1,p35015,1
evmc_storage_2,p35015,1
evmc_storage_3,p35015,1
evmc_storage_4,p35015,1
evmc_storage_5,p35015,1
evmc_storage_6,p35015,1
evmc_storage_7,p35015,1
evmc_storage_8,p35015,1
evmc_storage_9,p35015,1
evmc_storage_10,p35015,1
evmc_shape_1,p35015,1
evmc_shape_2,p35015,1
evmc_shape_3,p35015,1
evmc_shape_4,p35015,1
evmc_shape_5,p35015,1
evmc_shape_6,p35015,1
evmc_shape_7,p35015,1
evmc_shape_8,p35015,1
evmc_shape_9,p35015,1
evmc_shape_10,p35015,1
egs_allkm_1,p20071,1
egs_allkm_2,p20071,1
egs_allkm_3,p20071,1
egs_allkm_4,p20071,1
egs_allkm_5,p20071,1
egs_allkm_6,p20071,1
egs_allkm_7,p20071,1
egs_allkm_8,p20071,1
egs_allkm_9,p20071,1
egs_allkm_10,p20071,1
egs_nearfield_1,p20071,1
egs_nearfield_2,p20071,1
egs_nearfield_3,p20071,1
egs_nearfield_4,p20071,1
egs_nearfield_5,p20071,1
egs_nearfield_6,p20071,1
egs_nearfield_7,p20071,1
egs_nearfield_8,p20071,1
egs_nearfield_9,p20071,1
egs_nearfield_10,p20071,1
geohydro_allkm_1,p20071,1
geohydro_allkm_2,p20071,1
geohydro_allkm_3,p20071,1
geohydro_allkm_4,p20071,1
geohydro_allkm_5,p20071,1
geohydro_allkm_6,p20071,1
geohydro_allkm_7,p20071,1
geohydro_allkm_8,p20071,1
geohydro_allkm_9,p20071,1
geohydro_allkm_10,p20071,1
evmc_storage_1,p20071,1
evmc_storage_2,p20071,1
evmc_storage_3,p20071,1
evmc_storage_4,p20071,1
evmc_storage_5,p20071,1
evmc_storage_6,p20071,1
evmc_storage_7,p20071,1
evmc_storage_8,p20071,1
evmc_storage_9,p20071,1
evmc_storage_10,p20071,1
evmc_shape_1,p20071,1
evmc_shape_2,p20071,1
evmc_shape_3,p20071,1
evmc_shape_4,p20071,1
evmc_shape_5,p20071,1
evmc_shape_6,p20071,1
evmc_shape_7,p20071,1
evmc_shape_8,p20071,1
evmc_shape_9,p20071,1
evmc_shape_10,p20071,1
egs_allkm_1,p05007,1
egs_allkm_2,p05007,1
egs_allkm_3,p05007,1
egs_allkm_4,p05007,1
egs_allkm_5,p05007,1
egs_allkm_6,p05007,1
egs_allkm_7,p05007,1
egs_allkm_8,p05007,1
egs_allkm_9,p05007,1
egs_allkm_10,p05007,1
egs_nearfield_1,p05007,1
egs_nearfield_2,p05007,1
egs_nearfield_3,p05007,1
egs_nearfield_4,p05007,1
egs_nearfield_5,p05007,1
egs_nearfield_6,p05007,1
egs_nearfield_7,p05007,1
egs_nearfield_8,p05007,1
egs_nearfield_9,p05007,1
egs_nearfield_10,p05007,1
geohydro_allkm_1,p05007,1
geohydro_allkm_2,p05007,1
geohydro_allkm_3,p05007,1
geohydro_allkm_4,p05007,1
geohydro_allkm_5,p05007,1
geohydro_allkm_6,p05007,1
geohydro_allkm_7,p05007,1
geohydro_allkm_8,p05007,1
geohydro_allkm_9,p05007,1
geohydro_allkm_10,p05007,1
evmc_storage_1,p05007,1
evmc_storage_2,p05007,1
evmc_storage_3,p05007,1
evmc_storage_4,p05007,1
evmc_storage_5,p05007,1
evmc_storage_6,p05007,1
evmc_storage_7,p05007,1
evmc_storage_8,p05007,1
evmc_storage_9,p05007,1
evmc_storage_10,p05007,1
evmc_shape_1,p05007,1
evmc_shape_2,p05007,1
evmc_shape_3,p05007,1
evmc_shape_4,p05007,1
evmc_shape_5,p05007,1
evmc_shape_6,p05007,1
evmc_shape_7,p05007,1
evmc_shape_8,p05007,1
evmc_shape_9,p05007,1
evmc_shape_10,p05007,1
egs_allkm_1,p39107,1
egs_allkm_2,p39107,1
egs_allkm_3,p39107,1
egs_allkm_4,p39107,1
egs_allkm_5,p39107,1
egs_allkm_6,p39107,1
egs_allkm_7,p39107,1
egs_allkm_8,p39107,1
egs_allkm_9,p39107,1
egs_allkm_10,p39107,1
egs_nearfield_1,p39107,1
egs_nearfield_2,p39107,1
egs_nearfield_3,p39107,1
egs_nearfield_4,p39107,1
egs_nearfield_5,p39107,1
egs_nearfield_6,p39107,1
egs_nearfield_7,p39107,1
egs_nearfield_8,p39107,1
egs_nearfield_9,p39107,1
egs_nearfield_10,p39107,1
geohydro_allkm_1,p39107,1
geohydro_allkm_2,p39107,1
geohydro_allkm_3,p39107,1
geohydro_allkm_4,p39107,1
geohydro_allkm_5,p39107,1
geohydro_allkm_6,p39107,1
geohydro_allkm_7,p39107,1
